demand_id,publication_id,title,abstract,classifications_cpc,judgment
410719-2024,ES2756998A1,DISPOSITIVO LUMINOSO DE EMERGENCIAS ESCAMOTEABLE,"Es un dispositivo de señalización de peligro destinado a la seguridad vial, con dos columnas luminosas cilíndricas abatibles que enmarcan un triángulo de señalización de peligro autodesplegable, todo ello alojado en un espacio específico habilitado al efecto que permite su ocultación plegado en la misma carrocería de un vehículo. Activándose de forma automática en caso de accidente o por decisión voluntaria del usuario. Tras su uso posibilita el rearme de manera sencilla para siguientes usos.",B60Q1/52,
410719-2024,ES2307355A1,GENERADOR DE AGUA POTABLE POR CONDENSACION DEL VAPOR DEL AIRE.,"Generador de agua por condensación del vapor del aire. Se trata de la obtención de agua potable por condensación del vapor de agua del aire mediante el apoyo de una instalación frigorífica. La particularidad de nuestro sistema es que no necesita agua de otras fuentes, pues ella misma la obtiene de la humedad del aire. El aire después de ser filtrado, es enfriado con el aire de retorno ya tratado. Posteriormente es enfriado por debajo del punto de rocío con lo que el vapor de agua empezará a condensar. Obteniendo agua potable semejante a la de lluvia, el aire deshidratado sigue la evolución y se empleará para enfriar el aire entrante y al líquido frigorígeno, con lo que aumentaremos sensiblemente el rendimiento del generador.",B01D5/00; E03B3/28; Y02A20/00; Y02A20/152,
410719-2024,ES2365371A1,FOTORREACTOR PARA TRATAMIENTO DE AGUAS CONTAMINADAS.,"Un fotorreactor para tratamiento de aguas contaminadas que comprende un depósito (15) que a su vez comprende: un volumen de agua contaminada (14); un conducto de entrada (18) y otro de salida (19); al menos un elemento difusor de aire (16) situado en el fondo del depósito (15); al menos un módulo (112, 212) situado en el interior del depósito (15), que comprende unas estructuras (13, 23, 33, 43) que a su vez soportan a una pluralidad de elementos radiantes de luz (11, 21, 31, 41) en contacto con dicho volumen de agua contaminada (14), donde dichos elementos radiantes de luz (11, 21, 31, 41) están recubiertos de un catalizador configurado para activarse al impactar con el mismo la radiación luminosa radiada por dichos elementos radiantes de luz (11, 21, 31, 41). Los elementos radiantes de luz (11, 21, 31, 41) están dispuestos en planos paralelos horizontales con respecto a la línea de agua, y dicho al menos un elemento difusor de aire (16) está configurado para introducir burbujas de aire en dirección perpendicular a dichos planos horizontales, de forma que dichas burbujas de aire deben hacer un recorrido laberíntico al pasar entre los elementos radiantes de luz (11, 21, 31, 41), generando así turbulencia en dicho volumen de agua contaminada (14) y favoreciendo el contacto entre contaminante y catalizador.",B01J19/12; C02F1/325; C02F1/725; C02F1/74; C02F2305/10; C02F2201/322; C02F2301/024; C02F2201/3227,
410719-2024,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
410719-2024,ES2134683A1,"SISTEMAS, FIJACIONES, PANELES Y ESTRUCTURA PERFECCIONADAS, PARA VIVIENDAS PREFABRICADAS, TIPO ""IGLOO"".","Sistemas, fijaciones, paneles y estructura perfeccionadas, para viviendas prefabricadas, tipo ""Igloo''. Se trata de una construcción modular e industrializadas de viviendas prefabricadas, tipo Igloo. Mediante la utilización de los sistemas y paneles descritos en el título de la invención. La esencia es hacer factible la construcción de la vivienda, en cualquier lugar, por cualquier persona, -manumontándola- (es decir: sin necesidad de medios mecánicos como grúas, etc.) de una vivienda prefabricada compuesta por paneles perfeccionados, que incorporan: cerramiento, estructura y aislamiento en cada Unidad de panel, y que éstos pueden estar formados por triángulos u otros polígonos, inscritos en semiesferas, parábolas o cualquier cuerpo de revolución similar. Además de las figuras mostradas en los dibujos, existen un gran número de alternativas o variantes, que salvo por la participación de diferentes polígonos elementales en la formación de la semiesfera, es resto de características y filosofíade construcción, son las mismas.",,
588217-2024,ES2935742A1,"RECUBRIMIENTO HÍBRIDO BASADO EN UNA MEZCLA DE MATERIAL COMPUESTO ADHESIVO, PARA APLICACIÓN EN SUPERFICIES DE ELEMENTOS IMPLANTABLES","Recubrimiento híbrido basado en una mezcla de material compuesto adhesivo, para aplicación en superficies de elementos implantables. El recubrimiento híbrido adhesivo/sol-gel es un material compuesto con características biocompatibles y osteoinductor desde las primeras 24 horas de su aplicación en superficies implantables o como relleno óseo independiente, este último, se muestra como material que se solidifica en menos de 3 horas y, al presentar mesoporos en todo su volumen, acepta la infiltración de sangre del paciente que se interviene quirúrgicamente.",A61L27/28; A61L27/00,
588217-2024,ES2365371A1,FOTORREACTOR PARA TRATAMIENTO DE AGUAS CONTAMINADAS.,"Un fotorreactor para tratamiento de aguas contaminadas que comprende un depósito (15) que a su vez comprende: un volumen de agua contaminada (14); un conducto de entrada (18) y otro de salida (19); al menos un elemento difusor de aire (16) situado en el fondo del depósito (15); al menos un módulo (112, 212) situado en el interior del depósito (15), que comprende unas estructuras (13, 23, 33, 43) que a su vez soportan a una pluralidad de elementos radiantes de luz (11, 21, 31, 41) en contacto con dicho volumen de agua contaminada (14), donde dichos elementos radiantes de luz (11, 21, 31, 41) están recubiertos de un catalizador configurado para activarse al impactar con el mismo la radiación luminosa radiada por dichos elementos radiantes de luz (11, 21, 31, 41). Los elementos radiantes de luz (11, 21, 31, 41) están dispuestos en planos paralelos horizontales con respecto a la línea de agua, y dicho al menos un elemento difusor de aire (16) está configurado para introducir burbujas de aire en dirección perpendicular a dichos planos horizontales, de forma que dichas burbujas de aire deben hacer un recorrido laberíntico al pasar entre los elementos radiantes de luz (11, 21, 31, 41), generando así turbulencia en dicho volumen de agua contaminada (14) y favoreciendo el contacto entre contaminante y catalizador.",B01J19/12; C02F1/325; C02F1/725; C02F1/74; C02F2305/10; C02F2201/322; C02F2301/024; C02F2201/3227,
588217-2024,ES2756998A1,DISPOSITIVO LUMINOSO DE EMERGENCIAS ESCAMOTEABLE,"Es un dispositivo de señalización de peligro destinado a la seguridad vial, con dos columnas luminosas cilíndricas abatibles que enmarcan un triángulo de señalización de peligro autodesplegable, todo ello alojado en un espacio específico habilitado al efecto que permite su ocultación plegado en la misma carrocería de un vehículo. Activándose de forma automática en caso de accidente o por decisión voluntaria del usuario. Tras su uso posibilita el rearme de manera sencilla para siguientes usos.",B60Q1/52,
588217-2024,ES2307355A1,GENERADOR DE AGUA POTABLE POR CONDENSACION DEL VAPOR DEL AIRE.,"Generador de agua por condensación del vapor del aire. Se trata de la obtención de agua potable por condensación del vapor de agua del aire mediante el apoyo de una instalación frigorífica. La particularidad de nuestro sistema es que no necesita agua de otras fuentes, pues ella misma la obtiene de la humedad del aire. El aire después de ser filtrado, es enfriado con el aire de retorno ya tratado. Posteriormente es enfriado por debajo del punto de rocío con lo que el vapor de agua empezará a condensar. Obteniendo agua potable semejante a la de lluvia, el aire deshidratado sigue la evolución y se empleará para enfriar el aire entrante y al líquido frigorígeno, con lo que aumentaremos sensiblemente el rendimiento del generador.",B01D5/00; E03B3/28; Y02A20/00; Y02A20/152,
588217-2024,ES2545931A1,"Composición anticorrosiva aditiva para productos descongelantes y anticongelantes, producto que lo comprende y método de preparación de los mismos","Composición anticorrosiva aditiva para productos descongelantes y anticongelantes, producto que lo comprende y método de preparación de los mismos. Se describe una composición anticorrosiva aditiva para productos que eliminan y/o reducen el hielo y/o la nieve en una superficie u objeto o previenen su formación y/o acumulación sobre los mismos, caracterizado porque comprende al menos: hidratos de carbono, en un porcentaje comprendido entre 5% y 22% en peso del total de composición; Nitrógeno en forma de catión amonio, en un porcentaje comprendido entre 1% y 2% en peso del total de composición; y agua en cantidad suficiente para completar la formulación además de proteínas y sales minerales. La fuente de hidratos de carbono es preferiblemente melaza industrial procedente de la industria azucarera. Se define también el producto anticongelante y descongelante aditivado con la composición anterior, que comprende sales de ión cloruro en una cantidad comprendida entre 20%-23%, la composición aditiva en una cantidad entre 10%-44% y agua, así como el uso de dicha composición para aditivar estas composiciones.",C09K3/18,
588217-2024,ES2742923A1,Equipo de fotocatálisis para la eliminación de compuestos orgánicos volátiles y agentes biológicos,"Es un equipo de purificación de aire autónomo de protección colectiva con una maya específica y única de dióxido de titanio (TiO 2 ) y lámpara de luz ultravioleta de baja intensidad (UVb) no generadora de ozono, como medio de eliminación de compuestos orgánicos volátiles y agentes biológicos que proporciona una desinfección de la zona donde está instalado, eliminando cualquier patógeno o compuestos orgánico volátil al 99,9%, incluso las partículas inferiores a 0,3 micrones sin necesidad de filtros. Para conseguir esto, la malla de dióxido de titanio formado por nano celdas interacciona con la luz que emite las lámparas de luz ultravioleta generando una reacción catalítica entre la luz UV y el dióxido de titanio (4) produce radicales de hidróxilo e iones super-óxido que ""oxidan"" la masa celular de los organismos existentes en el aire, alérgenos y contaminantes orgánicos, eliminándolos como agentes nocivos para la salud y quedando como residuo inocuo para la salud, vapor de agua (H 2 O) y dióxido de carbono (CO 2 ). De esta forma se evita que el personal esté en una área contaminada, garantizando un aire libre de impurezas sin emitir ningún agente nocivo para salud como residuo resultante.",F24F3/16; B01D53/86; Y02A50/20,
588217-2024,ES2808969A1,SISTEMA DE PERFUSIÓN DE FÁRMACOS EN LAZO CERRADO CON CONTROL SINÉRGICO,"Sistema de perfusión de fármacos en lazo cerrado con control sinérgico. El objetivo de la invención es realizar un sistema de cálculo automático de perfusión de fármacos aplicable a un paciente para, por ejemplo, inducir un estado anestésico satisfactorio en una intervención quirúrgica. El sistema de cálculo automático estaría condicionado por unos valores objetivo de monitores fisiológicos para evaluar el estado del paciente. La perfusión automática consigue aumentar la seguridad del paciente reduciendo la morbididad y mortalidad postintervención y reducir la continua toma de decisiones del especialista. La invención es un sistema electrónico donde se implementa un controlador MIMO-PID que calcula las perfusiones de varios fármacos en base a un error de control definido por desviaciones del estado del paciente, analizado por varios monitores. Las perfusiones automáticas de fármacos están condicionadas por sistemas de seguridad frente a eventos de infra/sobre-infusión y están complementadas con sistemas de corrección y de prealimentación.",A61B5/00; G16H20/17; G16H40/60; A61B5/1106; A61B5/4821; A61B5/4839; A61M5/1408; A61M5/1723; A61M5/16827; A61M2205/50; A61M2005/14208,
588217-2024,ES2914350A1,DISPOSITIVO Y PROCESO PARA PRODUCIR CARBONATO DE DIMETILO,"La presente solicitud se refiere a un aparato y proceso para producir carbonato de dimetilo, en particular un sistema (aparato o proceso) para la síntesis de DMC sin la necesidad de usar un agente deshidratante. Más particularmente, la mezcla de alimentación para el proceso puede seleccionarse de las siguientes opciones: a) monóxido de carbono, metanol y gas no convertido del proceso, b) gas de síntesis sin CO 2 y gas no convertido del proceso, c) gas de síntesis con CO 2 y gas de síntesis agregado proveniente de gas no convertido purificado del proceso. El proceso usa un agrupamiento de catalizadores que comprende una combinación específica de diferentes grupos de catalizadores heterogéneos en donde cada grupo tiene una función diferente. Además, la invención se refiere a un aparato que comprende una combinación específica de catalizadores heterogéneos para aplicar diferentes vías para producir carbonato de dimetilo según cada opción de mezcla de alimentación de manera continua.",C07C68/04; C07C29/1518,
588217-2024,ES2424917A2,Sistema de aplicación de productos fitosanitarios adaptable,"Sistema de aplicación de productos fitosanitarios adaptable, que comprende al menos un primer dispositivo (1) de acercamiento horizontal, al menos un segundo dispositivo (2) de sujeción de las boquillas (5) de pulverización con al menos dos tramos (2.1, 2.2) basculantes entre sí para adaptarse a la forma del elemento a pulverizar y, al menos un tercer dispositivo (3) de aplicación del producto. El al menos un tercer dispositivo (3) puede estar formado por un mecanismo de pulverización hidroneumático que comprende un sistema de propulsión de aire (7) sobre una estructura soporte (4) y, al menos una conducción principal (8) conectada por un primer extremo (8.1) al sistema de propulsión de aire (7) y por un segundo extremo (8.2) a un elemento distribuidor (9) y una serie de conducciones secundarias (10) conectadas cada una de ellas por un primer extremo (10.1) al elemento distribuidor (9) y por un segundo extremo (10.2) a una boquilla (5) de pulverización.",A01M7/00; A01B73/06; A01C23/04,
588217-2024,ES2698701A1,SECADOR INTEGRAL DE CUERPO,"La presente invención describe un secador integral de cuerpo que incorpora un difusor (1) y una funda protectora (6) fija en un extremo superior de una columna (3) soporte, donde el difusor (1) aloja en su interior una turbina (6), una resistencia eléctrica (5) y un conducto con una tobera (2) para la salida del aire, y la columna (3) comprende un carril (4) para el deslizamiento del difusor (1), pudiendo el difusor (1) desplazarse a lo largo de la columna (3) de una forma a seleccionar entre eléctrica y manual para insuflar aire a lo largo de la longitud de la columna (3) y así proceder al secado de un usuario.",F26B3/04; A45D20/14; A47K10/48,
588217-2024,ES2912698A1,Prótesis dental,"Prótesis dental La presente invención se dirige a una prótesis dental que comprende una estructura multifásica. La estructura multifásica incluye una primera zona compuesta por una aleación de base Co y una segunda zona de composición química diferente. De esta forma se consigue una estructura multifásica con diferentes propiedades mecánicas, electroquímicas y/o biológicas entre dichas primera y segunda zonas de la estructura multifásica. La primera zona tiene forma de una o varias piezas dentales y la segunda zona está configurada como una base de apoyo para actuar como contacto con uno o varios implantes dentales. La segunda zona de la estructura multifásica posee al menos un 1% en peso de Cu.",A61L27/00; B33Y80/00; A61C13/0018,
588217-2024,ES2641296A1,"PROCEDIMIENTO, SISTEMA DE CONTROL, NODO DE TRANSDUCTORES, Y PRODUCTO DE PROGRAMA INFORMÁTICO PARA HACER, QUE UNOS O MÁS TRANSDUCTORES COMRENDIDOS EN EL NODO SEAN ACCESIBLES A UNA RED DE TRANSDUCTORES A TRAVÉS DE NODOS DE TRANSDUCTORES INTELIGENTES","Procedimiento, sistema de control, nodo de transductores y producto de programa informático para hacer, por parte de un nodo de transductores y/o por parte de un sistema de control, que unos o más transductores comprendidos en el nodo sean accesibles a una red de transductores cuando el nodo está conectado a la red de transductores. La presente invención se refiere a procedimientos para hacer accesible uno o más transductores de forma automática a una red de transductores, a través de nodos de transductores inteligentes que comprenden al menos uno de los citados transductores; la invención también se refiere a la red de transductores que comprende un sistema de control y al menos un nodo de transductores, configurados para ejecutar los citados procedimientos; de acuerdo con la invención también se definen unos productos de programa informático para llevar a cabo dichos procedimientos.",H04W48/16; H04W84/18; H04L67/125,
588217-2024,ES2065820A2,SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES.,"SISTEMA MODULAR DE CONSTRUCCION DE PARAMENTOS Y SIMILARES. EL SISTEMA ESTA BASADO EN LA UTILIZACION DE PANELES ARMADOS Y ALIGERADOS, MODULABLES EN VERTICAL, LOS CUALES SE POSTENSAN Y SE HORMIGONAN SUS JUNTAS PARA CONSEGUIR UN CONJUNTO MONOLITICO. CADA PANEL (1) INCLUYE INTERNAMENTE UN AISLANTE DE POLIESTILENO EXPANDIDO (2), AFECTATO TRANSVERSALMENTE DE PAREJAS DE ORIFICIOS (5) QUE RIGIDIZAN LAS CAPAS DE HORMIGON PERIMETRAL DEL PROPIO PANEL (1). EN CORRESPONDENCIA CON LA MODULACION SE HAN PREVISTO ORIFICIOS (4), MIENTRAS QUE PERIMETRALMENTE CUENTA CON UNA ACANALADURA (3) EN MEDIA CANA. LA DISPOSICION CONTIGUA DE PANELES IGUALES (1) PERMITE OBTENER PARAMENTOS DE CUALQUIER TIPO, APOYOS DIRECTOS DE FORJADOS, MUROS DE CONTENCION, ETC. Y SU UNION SE REALIZA MEDIANTE VARILLAS Y RELLENO DE MORTERO UBICADOS EN LOS ALOJAMIENTOS QUE CONFORMAN LOS ENFRENTAMIENTOS DE LAS ACANALADURAS (3) Y ORIFICIOS PREVISTOS AL EFECTO LONGITUDI NALMENTE EN LOS PROPIOS PANELES (1), EFECTUANDOSE EL POSTENSADO MEDIANTE VARILLAS PASANTES POR LOS ORIFICIOS (4), QUE SE APRIETAN MEDIANTE TUERCAS EXTREMAS ROSCADAS SOBRE LOS EXTREMOS.",,
588217-2024,ES2684102A1,PROCEDIMIENTO DE EXTRACCIÓN ANTIOXIDATIVA DE ACEITE DE OLIVA CON ALTO CONTENIDO EN ANTIOXIDANTES,"Procedimiento de extracción de aceite de oliva que permite obtener un aceite con un elevado contenido en antioxidantes, evitando las pérdidas que se producen durante los procedimientos de extracción convencionales actuales, manteniendo a su vez unos parámetros organolépticos similares a los aceites de oliva virgen extra (AOVES) resultantes de dichos procedimientos de extracción convencionales. El procedimiento se diferencia del convencional principalmente en que se suprimen las fases de molienda mecánica de las aceitunas y batido de la pasta obtenida, que son aquellas en las que se producen los principales riesgos de pérdida de antioxidantes propios de la aceituna. El aceite obtenido mediante este procedimiento tiene una acidez máxima de 0.2gr/100gr, frente al máximo legal de 0.8 gr/100gr, y un elevado contenido en antioxidantes, con un mínimo de 7000 mg/kg, de los cuales 800 mg corresponden a la suma de biofenoles y tocoferoles y 6200 a escualeno.",A23D7/00; A23D7/02; C11B1/00; C11B1/04; C11B1/10; A23B20/30,
588217-2024,ES2116215A1,"ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA.","ELECTROSONDA PARA MEDIR EL CONTENIDO DE HUMEDAD DEL SUELO Y LA COMPACTACION DEL MISMO, METODO DE MEDIDA CORRESPONDIENTE Y UTILIZACION DE DICHA ELECTROSONDA. SE PROPORCIONA UNA SONDA PARA MEDIR POR MEDIO DE UN GEORESISTIMETRO LA RESISTIVIDAD ELECTRICA DEL SUELO EN SENTIDO VERTICAL. LA SONDA PREVISTA EN FORMA DE PICA TIENE PAREJAS DE ELECTRODOS EMISORES (5A-5A) Y RECEPTORES (5B-5B) MONTADOS AL REDEDOR DE UN TUBO (2) PARA GENERAR UNA SEÑAL ELECTRICA DE EXCITACION Y RECIBIR UNA SEÑAL ELECTRICA DE RETORNO QUE ES FUNCION DEL GRADO DE HUMEDAD DEL SUELO Y DE LA COMPACTACION DEL MISMO. LA ELECTROSONDA, ADEMAS DE SERVIR PARA REALIZAR PLANIMETRIAS DE LOS GRADOS DE HUMEDAD DEL SUELO Y DE SU COMPACTACION POR LAS ACCIONES DE LABOREO SEL MISMO, PUEDE UTILIZARSE PARA GENERAR UNA SEÑAL DE CONTROL, PARA GOBIERNO AUTOMATICO DE UNA INSTALACION DE RIEGO.",,
588217-2024,ES2856935A1,FOTOCATALIZADORES DE RUTENIO(II) Y SÍNTESIS FOTOCATALÍTICA DE IMINAS,"Fotocatalizadores de rutenio (II) y síntesis fotocatalítica de iminas. Se describe fotocatalizadores de rutenio (II) de fórmula (M + ) n X n- , en el que X n- es un anión y M + es un complejo catiónico de fórmula (Ia):{IMAGEN} que comprenden un ligando 8-anilsulfonamidoquinolina, así como su procedimiento de obtención. También se describe el uso de dichos fotocatalizadores de rutenio(II) en la síntesis de iminas mediante fotooxidación de aminas en presencia de oxígeno y mediante la utilización de luz visible.",B01J23/70; C07C251/04; C07C251/16; C07D215/40; C07F15/0053,
588217-2024,ES2438447A1,Sistema de recuperación del agua de riego,"Los sistemas de riego para cultivos de plantas que exigen un elevado volumen de agua especialmente campos de golf, presentan una fuerte oposición por parte de los municipios en los que se pretende instalar, cuando en los mismos el agua no es abundante, para ello la invención comprende un sistema de recuperación del agua de riego que se decanta después de pasar por unas capas de tierra, filtrado y drenaje a una zanja situada a un nivel inferior a la capa de drenaje, la capa de tierra recibe agua, abono y nutrientes y a la vez que se oxigena todo ello mediante los conductos adecuados, provistos de los orificios adecuados gobernando el sistema una central eléctrica.",A01F25/16; A01G25/02; A01G25/06; E01C13/083,
588217-2024,ES2444712A1,SISTEMA TELEMÉTRICO INALÁMBRICO PARA LA MONITORIZACIÓN DE MAGNITUDES ESTÁTICAS Y DINÁMICAS.,"Se propone un sistema telemétrico inalámbrico basado en transmisión de referencia temporal para la monitorización de magnitudes estáticas y dinámicas. El sistema propuesto comprende un instrumento lector y, al menos, un transpondedor que incluye a su vez los transductores asociados a las variables objeto de observación y/o medida. Con objeto de comunicar el instrumento lector y el transpondedor, el sistema también comprende un mecanismo para la transmisión de información relativa a la frecuencia de operación interna del transpondedor hacia el instrumento lector y un método para la determinación remota de la frecuencia de operación interna del transpondedor. El instrumento lector comprende: una antena (11000), una sección de comunicación (12000), una sección de procesado de señal (13000), una sección de cómputo (14000), una unidad de temporización (15000) estable con la temperatura, una sección de interfaz de usuario (16000) y una sección de salida de datos (17000).",H04B5/77; H04Q9/00; H04W4/80; H04B5/45; H04B5/73; A61B5/0024; G01S13/758; H04Q2209/40; H04Q2209/88,
588217-2024,ES2037587A2,INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS.,"INSTALACION DE CAPTACION Y TRATAMIENTO DE LAS LECTURAS DE LOS CONTADORES DE REDES DE DISTRIBUCION DE FLUIDOS. PARTIENDO DE UNA INSTALACION CON CONTADORES DE CONSUMO DE FLUIDO CON UN CAPTADOR, CONECTADOS PERMANENTEMENTE CON CONCENTRADORES PRIMARIOS A LOS QUE TRANSMITEN IMPULSOS DE LECTURA, SE HACE QUE DICHA INSTALACION COMPRENDA ADEMAS CONCENTRADORES SECUNDARIOS Y CONCENTRADORES TERCIARIOS, QUE CADA CONCENTRADOR PRIMARIO ESTE CONECTADO PERMANENTEMENTE CON UNO DE LOS CONCENTRADORES SECUNDARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS DE LECTURA Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR SECUNDARIO, Y QUE CADA CONCENTRADOR SECUNDARIO ESTE CONECTADO CON EL CONCENTRADOR TERCIARIO O CON UNO DE LOS CONCENTRADORES TERCIARIOS Y TENGA MEDIOS PARA TRANSMITIRLE IMPULSOS Y PARA RECIBIR IMPULSOS DE CONTROL PROCEDENTES DE DICHO CONCENTRADOR TERCIARIO. LA INVENCION SE APLICA A REDES DE FLUIDOS PARA CENTRALIZAR SU CONTROL.",,
588217-2024,ES2156707A1,DISPOSITIVO AUTONOMO DE PRODUCCION DE AGUA CON ENERGIA SOLAR.,"Dispositivo autónomo de producción de agua con energía solar. Consiste en un equipo capaz de producir agua a partir del aire atmosférico, de cuya humedad natural se extraerá el agua, por el principio del punto de rocío, de una forma completamente autónoma, es decir sin aporte de ningún tipo de materia prima ni de energía, tomandose esta del sol, y que de forma automática puede regularse tanto en su funcionamiento como en el suministro del agua producida. Consta de un módulo solar (1) que proporciona energía para el funcionamiento del módulo frigorífico (2) que enfría unos paneles donde el aire ambiente condensa la humedad natural, siendo forzado a pasar por el Módulo Convector (4). El agua condensada se recoge, trata y almacena en el módulo hidráulico (3). Un Módulo de Control (5) contiene un autómata programable que gobierna el proceso, así como la instrumentación. Usos: Riego por goteo y otros.",,
642378-2025,ES2923946A1,CARTÓN-TIERRA,"Cartón-tierra. Plancha de 1,5 cm de espesor compuesta por tres capas que se coloca directamente sobre la superficie a cultivar. Dirigido a usuarios con capacidades reducidas para solucionar problemas muy habituales de la horticultura, ahorrándoles trabajos y recursos, y aumentando seguridad y satisfacción. Innovaciones: 1. El cartón de la capa superior y el papel de la inferior, reciclados y compostables, van impregnados en purín de ortigas. 2. La capa superior lleva indicados mediante impresión los marcos de plantación, puntos de aireación, y de riego. 3. Composición de la capa intermedia. {IMAGEN} El usuario logra con menos esfuerzo un suelo fértil y equilibrado, protegido de hierbas adventicias e insolación gracias a este material seco, ligero, seguro, fácil de transportar y manejar, recortable y adaptable a cualquier forma del terreno, mesa de cultivo o maceta.",A01C1/04,
642378-2025,ES2246100A1,"HABITACION MODULAR PREFABRICADA, PARTICULARMENTE UN CUARTO DE ASEO O DE BAÑO.","Habitación modular prefabricada, particularmente un cuarto de aseo o de baño. Habitación modular prefabricada para la construcción, particularmente un cuarto de baño o de aseo, adaptada para ser instalada en edificios en construcción, provista de los aparatos sanitarios y de las instalaciones necesarias para suministrar y distribuir el agua sanitaria a dichos aparatos sanitarios, así como para evacuar las aguas grises y los residuos que provienen de dichos aparatos sanitarios, provista además de conexiones exteriores a la red de suministro eléctrico de la instalación, constituida por elementos construidos separadamente y unidos entre sí de forma sólida y estanca, constituyendo las paredes, el techo y el piso; adaptada para ser transportada y asentada sobre un forjado de la obra sin sufrir deformaciones; provista de unos elementos de regulación de la altura del piso respecto del forjado sobre el que se asienta; y estando dotado el piso de la habitación modular de un colector único para la evacuación exterior de las aguas grises y los residuos de los aparatos sanitarios instalados en la habitación modular.",A47K4/00; E03C1/01; E04B1/34869,
642378-2025,ES2438447A1,Sistema de recuperación del agua de riego,"Los sistemas de riego para cultivos de plantas que exigen un elevado volumen de agua especialmente campos de golf, presentan una fuerte oposición por parte de los municipios en los que se pretende instalar, cuando en los mismos el agua no es abundante, para ello la invención comprende un sistema de recuperación del agua de riego que se decanta después de pasar por unas capas de tierra, filtrado y drenaje a una zanja situada a un nivel inferior a la capa de drenaje, la capa de tierra recibe agua, abono y nutrientes y a la vez que se oxigena todo ello mediante los conductos adecuados, provistos de los orificios adecuados gobernando el sistema una central eléctrica.",A01F25/16; A01G25/02; A01G25/06; E01C13/083,
642378-2025,ES2199673A1,SISTEMA PARA LA PURIFICACION DEL AIRE EN LA ATMOSFERA INTERIOR DE EDIFICIOS.,"Sistema para la purificación del aire en la atmósfera interior de edificios. El aire del interior de edificios, contaminado con diversos compuestos volátiles o gases permanentes se pone en contacto con uno de los lados de una membrana con características de separación apropiadas. La membrana puede ser polimérica o inorgánica, y en este último caso, microporosa o mesoporosa. Al otro lado de la membrana se introduce una corriente de aire (o de otro gas) con una baja o nula concentración de contaminantes, por ejemplo aire procedente del exterior del edificio. Alternativamente, la fuerza impulsora para el transporte de los contaminantes puede ser inducida mediante vacío. Los contaminantes son así transportados selectivamente al exterior del edificio purificándose la atmósfera interior.",,
642378-2025,ES2307355A1,GENERADOR DE AGUA POTABLE POR CONDENSACION DEL VAPOR DEL AIRE.,"Generador de agua por condensación del vapor del aire. Se trata de la obtención de agua potable por condensación del vapor de agua del aire mediante el apoyo de una instalación frigorífica. La particularidad de nuestro sistema es que no necesita agua de otras fuentes, pues ella misma la obtiene de la humedad del aire. El aire después de ser filtrado, es enfriado con el aire de retorno ya tratado. Posteriormente es enfriado por debajo del punto de rocío con lo que el vapor de agua empezará a condensar. Obteniendo agua potable semejante a la de lluvia, el aire deshidratado sigue la evolución y se empleará para enfriar el aire entrante y al líquido frigorígeno, con lo que aumentaremos sensiblemente el rendimiento del generador.",B01D5/00; E03B3/28; Y02A20/00; Y02A20/152,
